objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
-2061810060	0	1398030671	object/static/structure/naboo/shared_wall_a1_naboo_theed_style_1.iff	0	1000.56	4.10932	36.4424	0.908966	0	-0.416871	0	200	0
-2057656848	0	1398030671	object/static/item/shared_item_data_disk.iff	0	714.689	6.94869	77.7144	1	0	0	0	32	0
-2054174542	0	1398030671	object/static/structure/naboo/shared_planter_naboo_theed_style_1.iff	0	610.438	6	107.482	0.721369	0	0.692551	0	64	0
-2052808041	0	1398030671	object/static/item/shared_item_carbine_imperial_e11.iff	0	1216.16	6.78347	133.705	-0.447368	0.547597	-0.547597	0.447367	32	0
-2049076531	0	1398030671	object/static/structure/naboo/shared_bridge_naboo_theed_style_1.iff	0	890.963	0.243319	215.728	0.972514	0	0.232843	0	200	0
-2046302005	0	1398030671	object/static/item/shared_item_container_organic_hide.iff	0	1015.38	6	146.562	0.865324	0	0.501213	0	32	0
-2038846035	0	1413566031	object/tangible/terminal/shared_terminal_bazaar.iff	0	460.299	6.55	75.1689	0.707109	0	-0.707104	0	50	0
-2038393848	0	1413566031	object/tangible/furniture/imperial/shared_table_s1.iff	0	1216.02	6	132.996	1	0	0	0	50	0
-2031151916	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1204.73	6	78.0771	0.911039	0	-0.412321	0	200	0
-2029968387	0	1398030671	object/static/structure/general/shared_palette_supply_05.iff	0	238.902	6	206.274	0.999888	0	0.0149994	0	32	0
-2027357817	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_pillar_pillar_s01.iff	0	1454.98	8.05309	112.834	2.78e-008	-0.419323	3.89e-008	0.907837	200	0
-2021891732	0	1398030671	object/soundobject/shared_soundobject_city_crowd_sentients.iff	0	1238.54	6	7.27051	1	0	0	0	128	0
-2021565079	0	1398030671	object/static/structure/general/shared_debris_deathstar_small_tube.iff	0	257.665	6	121.393	0.713301	0	0.700859	0	200	0
-2021053199	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_4.iff	0	873.125	0.189807	151.81	0.857709	0	-0.514136	0	200	0
-2020072657	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	93.7168	-196.293	651.757	0.707135	0	0.707078	0	128	0
-2017318920	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	709.23	6	231.823	1	0	0	0	200	0
-2016578266	0	1413566031	object/tangible/terminal/shared_terminal_mission.iff	0	671	6	101	1	0	0	0	50	0
-2011058935	0	1398030671	object/static/flora/shared_flora_tree_palm_thk.iff	0	833.096	-184.661	658.114	0.955119	-0.18987	0.0300956	-0.22537	64	0
-2009989073	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_4.iff	0	561.736	0.0505762	14.7993	0.678556	0	0.734548	0	200	0
-2008547824	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_food_crates_02.iff	0	1210.56	-196.491	612.198	0.913334	0.00464155	0.407156	0.00476696	32	0
-2005344703	0	1112885583	object/building/naboo/shared_cloning_facility_naboo.iff	0	257.126	6	205.556	0.999942	0	0.0108051	0	512	-1919123574
-1694401449	-2005344703	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-186538767	-2005344703	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-122600461	-2005344703	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-929473760	-2005344703	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-265498504	-2005344703	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-605774488	-2005344703	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-2004835174	0	1413566031	object/tangible/quest/shared_naboo_theed_stash_peddler_goods.iff	0	293.91	6	268.057	0.955337	0	-0.29552	0	50	0
-2002742556	0	1398030671	object/static/structure/naboo/shared_seawall_rocks_naboo_theed_style_1.iff	0	928.58	-0.299405	47.2637	-0.475732	0	0.87959	0	200	0
-2001538807	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	672.755	8.37684	38.5483	1	0	0	0	200	0
-2000335211	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	669.281	13.3622	313.203	1	0	0	0	200	0
-1999765805	0	1413566031	object/tangible/quest/shared_naboo_theed_foul_earthen_mound.iff	0	1422.43	-196.473	513.337	0.60979	0	0.792563	0	50	0
-1999755438	0	1413566031	object/tangible/terminal/shared_terminal_mission_scout.iff	0	1275.72	6.4111	90.1899	-0.345432	0	0.938444	0	50	0
-1998403719	0	1112885583	object/building/naboo/shared_filler_building_naboo_style_8.iff	0	289.728	6	281.125	1	0	0	0	512	0
-1998115094	0	1398030671	object/static/structure/naboo/shared_obelisk_naboo_theed_style_1.iff	0	730.184	6	124.197	1	0	0	0	200	0
-1995318646	0	1398030671	object/static/structure/naboo/shared_seawall_intersect_naboo_theed_style_1.iff	0	918.898	0	236.217	0.536088	0	0.844162	0	200	0
-1995027156	0	1398030671	object/static/structure/naboo/shared_seawall_corner.iff	0	859.349	0.162507	14.4048	0.944279	0	0.329145	0	200	0
-1994147924	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_2.iff	0	820.637	0.126705	116.795	0.519099	0	0.854714	0	200	0
-1991698494	0	1398030671	object/static/structure/general/shared_streetlamp_small_blue_style_01.iff	0	752.235	14.8866	300.226	1	0	0	0	200	0
-1990157455	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	747.265	6.98031	672.414	0.997189	0	-0.0749297	0	200	0
-1987106047	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_food_crates_02.iff	0	1201.5	-196.341	641.676	-0.0585167	-0.00282136	0.998264	0.00602597	32	0
-1985898703	0	1398030671	object/static/flora/shared_flora_tree_lok_mkpud.iff	0	1549.11	-197.412	652.492	1	0	0	0	64	0
-1985595830	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	156.957	6	135.462	1	0	0	0	200	0
-1983301066	0	1413566031	object/tangible/quest/shared_naboo_theed_xharnoh_plant.iff	0	1928.22	-209.288	489.401	0.995703	0.0165392	0.00581163	0.0909292	50	0
-1980910425	0	1413566031	object/tangible/quest/shared_naboo_theed_foul_earthen_mound.iff	0	1485.79	-197.44	458.681	0.60979	0	0.792563	0	50	0
-1976131687	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	853.238	6	14.876	0.983844	0	-0.17903	0	200	0
-1975445590	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	611.444	6	259.826	1	0	0	0	200	0
-1971425621	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	665.818	27.1335	212.122	0.924909	0	0	0.380188	200	0
-1960955309	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_food_crates_02.iff	0	1200.05	-196.635	644.046	0.996831	0.00783553	0.074105	0.0278431	32	0
-1952257171	0	1398030671	object/static/item/shared_item_container_energy_radioactive.iff	0	1012.69	6	144.255	0.577609	0	0.816314	0	32	0
-1950665046	0	1112885583	object/building/general/shared_naboo_theed_darkwalker_cave.iff	0	1879.22	-182.81	255.9	0.707108	0	-0.707106	0	512	-507958379
-859879510	-1950665046	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1100305919	-859879510	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	1	1.22645	-21.4877	-19.3524	0.991562	0	0	0.129634	50	0
-1633264204	-1950665046	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-1659050838	-1633264204	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	2	-4.47876	-29.5056	-43.7566	0.707135	0	-0.707078	0	50	0
-25324342	-1950665046	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-2061957166	-1950665046	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-1740837470	-1950665046	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-1984177330	-1740837470	1398030671	object/static/particle/shared_pt_frn_all_glowing_light_s3.iff	5	-65.8258	-45.5356	-72.6078	0.667167	0	0.744909	0	64	0
-1970246141	-1740837470	1398030671	object/static/structure/corellia/shared_corl_imprv_arch_sm_s03.iff	5	-66.6535	-48.31	-72.5136	0.667166	0	0.744909	0	128	0
-1927571568	-1740837470	1398030671	object/static/particle/shared_pt_frn_all_glowing_light_s3.iff	5	-65.8258	-44.8311	-72.6078	0.667167	0	0.744909	0	64	0
-1818031534	-1740837470	1413566031	object/tangible/quest/shared_naboo_theed_prisoner_control_panel.iff	5	-66.4197	-47.0462	-70.6789	-0.0549723	0	0.998488	0	50	0
-1099720567	-1740837470	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	5	-62.3458	-30.059	-69.9262	0.707135	0	-0.707078	0	50	0
-788349088	-1740837470	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	5	-78.652	-47.119	-45.7514	0.980521	0	0.196414	0	50	0
-230181893	-1740837470	1398030671	object/static/particle/shared_pt_frn_all_glowing_light_s3.iff	5	-65.8258	-46.3419	-72.6078	0.667167	0	0.744909	0	64	0
-1536204135	-1950665046	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-1778608724	-1950665046	1396919380	object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
-1492528344	-1950665046	1396919380	object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
-2010736968	-1950665046	1396919380	object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
-99493148	-2010736968	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	9	-106.385	-69.5098	-106.049	0.731691	0	0.681637	0	50	0
-1956651846	-1950665046	1396919380	object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
-1076003628	-1956651846	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	10	-171.521	-49.4122	-71.9735	0.767799	0	-0.640691	0	50	0
-1271023465	-1950665046	1396919380	object/cell/shared_cell.iff	11	0	0	0	1	0	0	0	0	0
-563412423	-1950665046	1396919380	object/cell/shared_cell.iff	12	0	0	0	1	0	0	0	0	0
-58707451	-1950665046	1396919380	object/cell/shared_cell.iff	13	0	0	0	1	0	0	0	0	0
-35553676	-1950665046	1396919380	object/cell/shared_cell.iff	14	0	0	0	1	0	0	0	0	0
-377961025	-1950665046	1396919380	object/cell/shared_cell.iff	15	0	0	0	1	0	0	0	0	0
-2041654094	-1950665046	1396919380	object/cell/shared_cell.iff	16	0	0	0	1	0	0	0	0	0
-1202349145	-2041654094	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	16	-111.742	-57.6285	-35.0485	0.998988	0	0.0449848	0	50	0
-532403642	-1950665046	1396919380	object/cell/shared_cell.iff	17	0	0	0	1	0	0	0	0	0
-278323485	-1950665046	1396919380	object/cell/shared_cell.iff	18	0	0	0	1	0	0	0	0	0
-1792153970	-1950665046	1396919380	object/cell/shared_cell.iff	19	0	0	0	1	0	0	0	0	0
-1006657033	-1950665046	1396919380	object/cell/shared_cell.iff	20	0	0	0	1	0	0	0	0	0
-43600619	-1006657033	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	20	-11.3294	-34.934	-66.2662	-0.0449759	-0.0199784	0.998788	0.000899637	50	0
-848541235	-1950665046	1396919380	object/cell/shared_cell.iff	21	0	0	0	1	0	0	0	0	0
-663536465	-1950665046	1396919380	object/cell/shared_cell.iff	22	0	0	0	1	0	0	0	0	0
-702724847	-663536465	1413566031	object/tangible/quest/shared_naboo_theed_darkwalker_network_terminal.iff	22	-8.80078	-43.604	-93.7864	-0.197677	0.0978434	0.97517	-0.0198338	50	0
-306494828	-1950665046	1396919380	object/cell/shared_cell.iff	23	0	0	0	1	0	0	0	0	0
-884141651	-1950665046	1396919380	object/cell/shared_cell.iff	24	0	0	0	1	0	0	0	0	0
-843949139	-1950665046	1396919380	object/cell/shared_cell.iff	25	0	0	0	1	0	0	0	0	0
-1157421969	-1950665046	1396919380	object/cell/shared_cell.iff	26	0	0	0	1	0	0	0	0	0
-607334213	-1950665046	1396919380	object/cell/shared_cell.iff	27	0	0	0	1	0	0	0	0	0
-1254364292	-1950665046	1396919380	object/cell/shared_cell.iff	28	0	0	0	1	0	0	0	0	0
-1643180422	-1950665046	1396919380	object/cell/shared_cell.iff	29	0	0	0	1	0	0	0	0	0
-1949274203	0	1413566031	object/tangible/terminal/shared_terminal_mission_imperial.iff	0	1223.65	6	131.994	-0.382683	0	0.92388	0	50	0
-1947203364	0	1413566031	object/tangible/furniture/all/shared_frn_bench_generic.iff	0	1127.79	6	153.249	0.419322	0	0.907837	0	50	0
-1944920533	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	972.786	6.47434	60.6782	0.902611	0	-0.430458	0	200	0
-1939326314	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1009.6	6.53759	103.934	0.908966	0	-0.416871	0	200	0
-1937226253	0	1413566031	object/tangible/terminal/shared_terminal_bazaar.iff	0	996.055	6.55	78.1104	0.419323	0	0.907837	0	50	0
-1936132872	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	815.007	6	264.917	1	0	0	0	200	0
-1932775541	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	723.756	6.96759	707.678	1	0	0	0	200	0
-1930584727	0	1398030671	object/static/structure/general/shared_planter_generic_style_1.iff	0	712.59	6	107.692	1	0	0	0	64	0
-1926736030	0	1413566031	object/tangible/furniture/ep3_rewards/shared_ep3_kash_reward_trophy_minstyngar.iff	0	982.561	7.19203	37.4243	0.416147	0	0.909297	0	50	0
-1925033330	0	1413566031	object/tangible/terminal/shared_terminal_mission_artisan.iff	0	361.081	6	305.702	0.42838	0	0.903599	0	50	0
-1920698787	0	1413566031	object/tangible/quest/shared_naboo_theed_xharnoh_plant.iff	0	1009.38	-208.698	840.949	0.976953	-0.0311502	0.162952	0.134307	50	0
-1917625643	0	1413566031	object/tangible/furniture/elegant/shared_chair_s01.iff	0	605.799	6	271.985	0.267499	0	0.963558	0	50	0
-1915350060	0	1398030671	object/static/structure/general/shared_droid_droideka_powerdown.iff	0	1199.17	6	40.0034	0.609791	0	0.792563	0	64	0
-1912830188	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	424.854	6	225.855	0.999388	0	0.0349929	0	200	0
-1912013925	0	1398030671	object/static/structure/general/shared_data_terminal_free_s1.iff	0	1013.74	6	145.198	0.458047	0	0.888928	0	200	0
-1909358006	0	1398030671	object/static/structure/general/shared_palette_supply_04.iff	0	1197.68	-196.536	606.79	0.984727	0	0.174108	0	32	0
-1908401984	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1033.94	6	88.6943	0.42666	0	0.904412	0	200	0
-1907927179	0	1398030671	object/static/structure/naboo/shared_archway_wide_s01.iff	0	365.625	6	144.161	1	0	0	0	200	0
-1907236315	0	1413566031	object/tangible/furniture/all/shared_frn_all_tree_potted_s2.iff	0	1545.43	-197.304	654.018	-0.179793	0.00572472	0.98359	-0.013864	50	0
-1899905377	0	1413566031	object/tangible/quest/shared_naboo_theed_stash_peddler_goods.iff	0	359.934	6	12.6255	1	0	0	0	50	0
-1899789132	0	1112885583	object/building/naboo/shared_filler_nboo_bldg_64x32_s02.iff	0	595.779	6	253.406	0.707124	0	0.707089	0	512	0
-1899602473	0	1413566031	object/tangible/furniture/elegant/shared_chest_s01.iff	0	604.354	6	271.069	-3.2e-008	0	1	0	50	0
-1894255871	0	1398030671	object/static/vehicle/shared_static_speeder_bike.iff	0	184.405	5.81026	60.2891	0.942755	-4.51e-009	-1.28e-008	0.333487	256	0
-1890029114	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	729.833	6	287.553	1	0	0	0	200	0
-1887629108	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_1.iff	0	483.871	0	215.091	0.682221	0	0.731146	0	200	0
-1885810115	0	1413566031	object/tangible/quest/shared_naboo_theed_xharnoh_plant.iff	0	15.3193	-207.162	722.72	-0.620572	-0.0504755	0.777105	-0.0919225	50	0
-1873796478	0	1398030671	object/static/item/shared_item_data_disk.iff	0	714.771	6.94869	77.6172	1	0	0	0	32	0
-1866550575	0	1398030671	object/static/structure/general/shared_skeleton_human_body.iff	0	68.397	-210.245	1846.3	1	0	0	0	64	0
-1866424685	0	1413566031	object/tangible/crafting/station/shared_public_weapon_station.iff	0	481.6	6	80.5654	0.707109	0	-0.707104	0	50	0
-1863346120	0	1398030671	object/static/structure/general/shared_planter_generic_style_4.iff	0	1153.6	6	188.408	0.624898	0	0.780706	0	93	0
-1863035339	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	721.99	6	324.541	1	0	0	0	200	0
-1859404836	0	1413566031	object/tangible/collection/shared_rare_melee_grooved_2h_sword.iff	0	1216.42	6.78291	133.377	0.703839	0.00344458	-0.00362418	0.710341	50	0
-1859095672	0	1413566031	object/tangible/terminal/shared_terminal_mission_entertainer.iff	0	373.355	6	319.481	0.432892	0	0.901446	0	50	0
-1850418493	0	1398030671	object/static/item/shared_item_container_inorganic_minerals.iff	0	1017.74	6	147.498	0.663731	0	0.747971	0	32	0
-1847629809	0	1398030671	object/static/item/shared_item_slave_brazier.iff	0	581.247	7.91981	210.573	0.705834	-0.042401	0.0424009	0.705834	32	0
-1846444453	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	171.887	6	187.076	1	0	0	0	200	0
-1840669246	0	1398030671	object/static/item/shared_item_katana.iff	0	579.884	6.4111	211.288	0.587407	-0.393641	-0.393641	0.587407	32	0
-1839054512	0	1413566031	object/tangible/quest/shared_naboo_theed_refining_station.iff	0	676.099	6	339.107	-3.2e-008	0	1	0	50	0
-1829454660	0	1398030671	object/static/item/shared_item_con_drink_flask.iff	0	712.184	6.60083	76.0493	1	0	0	0	32	0
-1827392002	0	1398030671	object/static/item/shared_item_container_energy_liquid.iff	0	709.102	6	79.5464	1	0	0	0	32	0
-1819259408	0	1398030671	object/static/structure/naboo/shared_poi_nboo_tent_med.iff	0	1015.58	6	144.408	0.939373	0	0.342898	0	64	0
-1817918359	0	1398030671	object/static/structure/general/shared_palette_supply_05.iff	0	1215	-196.271	617.242	0.913043	-0.00407753	-0.40774	0.00913073	32	0
-1815582881	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_flagpole_s01.iff	0	792.716	18.3871	295.685	1	0	0	0	200	0
-1815059988	0	1413566031	object/tangible/terminal/shared_terminal_bazaar.iff	0	1025.29	6	238.375	-0.338946	0	0.940806	0	50	0
-1813661802	0	1398030671	object/static/structure/naboo/shared_enclosed_walkway_s02.iff	0	1367.98	5.8839	5.81592	-0.345432	0	0.938444	0	200	0
-1808724899	0	1413566031	object/tangible/terminal/shared_terminal_mission_entertainer.iff	0	1310.99	6.39237	59.7388	-0.33603	0	0.941851	0	50	0
-1807842458	0	1398030671	object/static/structure/naboo/shared_planter_naboo_theed_style_1.iff	0	395.698	6	10.8501	0.995004	0	0.0998333	0	64	0
-1805608887	0	1398030671	object/static/item/shared_item_glass_bluemilk.iff	0	688.823	52.9255	710.22	0	0	1	0	32	0
-1803924927	0	1398030671	object/static/item/shared_item_wood_staff.iff	0	769.981	7.39141	213.726	0.990109	-0.134483	-0.00458866	-0.0397252	32	0
-1800488992	0	1398030671	object/static/structure/general/shared_skeleton_human_head.iff	0	67.5088	-209.889	1846.03	1	0	0	0	64	0
-1798513765	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_flagpole_s01.iff	0	1150.81	14.6742	14.2544	1	0	0	0	200	0
-1798186635	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_4.iff	0	531.28	0.13216	102.927	0.870293	0	0.492535	0	200	0
-1796579464	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_3.iff	0	929.307	0.183683	257.131	0.844588	0	-0.535417	0	200	0
-1793928123	0	1398030671	object/static/item/shared_item_tank_gas.iff	0	925.937	6	120.054	0.932328	0	0.361615	0	32	0
-1790333262	0	1398030671	object/static/item/shared_item_tool_turbine_generator.iff	0	256.915	6	116.922	0.833712	0	-0.552199	0	32	0
-1779966207	0	1398030671	object/static/particle/shared_particle_test_5.iff	0	911.098	-437.343	643.462	1	0	0	0	64	0
-1767266583	0	1398030671	object/static/structure/naboo/shared_fountain_naboo_style_1.iff	0	472.912	6	126.055	1	0	0	0	200	0
-1764012178	0	1112885583	object/building/naboo/shared_filler_building_naboo_style_10.iff	0	699.346	6	252.195	-0.707107	0	0.707107	0	512	0
-1763831653	0	1112885583	object/building/naboo/shared_guild_combat_naboo_style_01.iff	0	687.248	6	6.58398	1	0	0	0	512	1333901857
-1057245553	-1763831653	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-187630280	-1763831653	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-1918968145	-1763831653	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-278059252	-1763831653	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-804661704	-1763831653	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-340012484	-1763831653	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
