objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
-1759329825	0	1398030671	object/static/item/shared_item_medic_bag.iff	0	1414.34	6	1902.02	0.462485	0	0.886627	0	32	0
-1734547049	0	1398030671	object/static/structure/general/shared_planter_generic_style_1.iff	0	1327.82	6	2025.85	-0.37166	0	0.928369	0	64	0
-1733677931	0	1398030671	object/static/structure/naboo/shared_poi_nboo_tent_small.iff	0	1970	43.0653	1822	0.996551	-0.0341553	0.00259059	-0.0755858	64	0
-1730970952	0	1398030671	object/static/structure/general/shared_web_07.iff	0	1154.88	6	1679.33	-0.412778	0	0.910831	0	200	0
-1720483051	0	1398030671	object/static/creature/shared_naboo_gualama.iff	0	1122.31	6	1966.2	0.904751	0	0.42594	0	200	0
-1709578021	0	1398030671	object/static/structure/military/shared_military_wall_med_imperial_32_style_01.iff	0	1977.96	44.0158	1844.35	0.707131	0	0.707082	0	200	0
-1697570728	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1516.72	6	1998.3	0.886994	0	-0.46178	0	200	0
-1694401449	0	1413566031	object/tangible/terminal/shared_terminal_mission_scout.iff	0	679.636	6	1981.54	1	0	0	0	50	0
-1690871624	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_cap_s01.iff	0	1400.44	5.92777	2026.12	0.938443	0	0.345433	0	200	0
-1677962170	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_lattice_wall_long_s01.iff	0	1144.03	6	1953.07	0.420688	0	0.907205	0	200	0
-1676495907	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	1447.33	2.78477	170.911	1	0	0	0	200	0
-1675863660	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_02.iff	0	676.404	6	2033.41	0.707108	0	-0.707106	0	200	0
-1674091023	0	1398030671	object/static/item/shared_item_container_organic_hide.iff	0	1124.79	6	1959.6	0.922997	0	0.384808	0	32	0
-1668142224	0	1398030671	object/static/structure/naboo/shared_seawall_intersect_naboo_theed_style_1.iff	0	797.965	0	1985.78	0.900447	0	-0.434965	0	200	0
-1658075832	0	1398030671	object/static/structure/general/shared_planter_generic_style_1.iff	0	659.605	6	1948.79	0.828148	0	-0.56051	0	64	0
-1655606659	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	342.377	6	1989.75	1	0	0	0	200	0
-1647848179	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_lattice_wall_long_s01.iff	0	1138.21	6	1946.2	0.420688	0	0.907205	0	200	0
-1647569027	0	1398030671	object/static/structure/naboo/shared_seawall_rocks_naboo_theed_style_1.iff	0	702.062	-1.41702	1879.08	0.385312	-0.0322875	0.922123	-0.0134914	200	0
-1642100350	0	1398030671	object/static/structure/naboo/shared_gungan_wall_ruined_lg_s02.iff	0	221.927	6.91843	1895.45	0.707126	0	-0.707087	0	200	0
-1625063586	0	1398030671	object/static/structure/general/shared_prp_junk_s3.iff	0	1948.42	44.3738	1857.67	0.922997	0	-0.384808	0	200	0
-1621756186	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_s03.iff	0	637.437	-1.08883	1889.93	0.727999	0	-0.685578	0	200	0
-1621582391	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_4.iff	0	817.616	0.162507	2011.36	0.434965	0	0.900447	0	200	0
-1617855107	0	1398030671	object/static/flora/shared_flora_decd_scorched_massassi.iff	0	1503.03	1.67664	167.066	0.72827	0	0	0.68529	64	0
-1610374656	0	1413566031	object/tangible/quest/shared_rotting_sapflower.iff	0	1248.91	2.88924	1289.52	0.986724	-0.0108268	0.0741433	0.144086	50	0
-1607575945	0	1413566031	object/tangible/instrument/shared_ommni_box.iff	0	1318.26	6	2031.72	0.988012	0	0.154379	0	50	0
-1588727188	0	1112885583	object/building/general/shared_naboo_theed_borvo_bunker.iff	0	1959.56	44.8201	1844.53	-3.2e-008	0	1	0	512	1682376097
-1237038761	-1588727188	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1304273741	-1588727188	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-1634797944	-1304273741	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	2	-4.64559	0.25	3.47669	0.707126	0	0.707087	0	50	0
-1723108862	-1588727188	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-641129453	-1723108862	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	3	5.06997	0.25	-3.34915	1	0	0	0	50	0
-540015998	-1723108862	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_1.iff	3	5.09651	0.25	-4.14074	1	0	0	0	32	0
-1717054559	-1588727188	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-752877971	-1717054559	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	4	2.83092	-3.25	6.05885	-3.2e-008	0	1	0	50	0
-832771983	-1588727188	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-2068701917	-832771983	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	5	0.374451	-6.75	-5.19613	-0.587123	0	0.809497	0	50	0
-1832433813	-832771983	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	5	-7.94976	-6.75	-0.672439	0.707107	0	0.707107	0	50	0
-750486977	-832771983	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	5	-1.0491	-6.75	-1.27679	-0.707107	0	0.707107	0	50	0
-323650246	-832771983	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	5	0.297852	-6.75	-6.86064	-0.707107	0	0.707107	0	50	0
-1397683612	-1588727188	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-2099696744	-1397683612	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	6	-5.21266	-6.76678	-18.0394	-0.0101377	0	0.999949	0	50	0
-1638124181	-1397683612	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	6	-8.81789	-6.76678	-14.9899	0.707126	0	0.707087	0	50	0
-1407348554	-1397683612	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	6	9.67134	-6.76678	-15.0552	0.707126	0	-0.707087	0	50	0
-13589865	-1397683612	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	6	6.17629	-6.76678	-17.7223	1	0	0	0	50	0
-1132377533	-1588727188	1396919380	object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
-688563598	-1132377533	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	7	2.2987	-6.75	-9.13453	0.92388	0	0.382683	0	50	0
-655879664	-1132377533	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	7	1.98203	-6.75	-1.93978	-0.583348	0	0.812223	0	50	0
-1694068928	-1588727188	1396919380	object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
-2091466351	-1694068928	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	8	-3.39004	-13.75	8.2864	0.707107	0	0.707107	0	50	0
-1616254028	-1694068928	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	8	6.42935	-10.25	9.10386	0.707126	0	0.707087	0	50	0
-370114186	-1588727188	1396919380	object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
-2044564724	-370114186	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	9	3.30018	-13.75	0.660304	0.707126	0	-0.707087	0	50	0
-1459677052	-370114186	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	9	5.15289	-13.75	-14.5992	-3.2e-008	0	1	0	50	0
-568703051	-370114186	1413566031	object/tangible/quest/shared_naboo_theed_borvo_database.iff	9	-9.61102	-13.75	-12.972	0.707126	0	0.707087	0	50	0
-545529329	-370114186	1413566031	object/tangible/quest/shared_naboo_theed_crate_droid_parts.iff	9	1.80712	-13.6235	-4.64912	1	0	0	0	50	0
-1583250337	0	1398030671	object/static/flora/shared_flora_bush_yavin_blueleaf.iff	0	1485.53	4.42145	168.652	0.99875	0	0	0.0499791	64	0
-1578657808	0	1398030671	object/soundobject/shared_soundobject_city_crowd_small.iff	0	1516.85	6	2035.16	1	0	0	0	128	0
-1574480923	0	1112885583	object/building/naboo/shared_filler_building_naboo_style_3.iff	0	1528.62	6	1966.49	-0.293702	0	0.955897	0	512	0
-1574153149	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1481.56	6	1873.9	0.911039	0	-0.412321	0	200	0
-1572514480	0	1413566031	object/tangible/terminal/shared_terminal_mission_entertainer.iff	0	675.437	6	1981.66	1	0	0	0	50	0
-1571050573	0	1398030671	object/static/structure/general/shared_prp_junk_s6.iff	0	1976.11	44.7599	1858.67	0.450834	0	0.892608	0	200	0
-1567775110	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_s03.iff	0	627.592	-1.08946	1859.46	0.727999	0	-0.685578	0	200	0
-1564738518	0	1413566031	object/tangible/container/jar/shared_jar_spice_s01.iff	0	1382.14	6.09603	1530.56	1	0	0	0	50	0
-1561774049	0	1398030671	object/static/structure/naboo/shared_poi_nboo_tent_small.iff	0	1964	43.9728	1822	0.998301	-0.029958	0.00149915	-0.0499567	64	0
-1556862676	0	1398030671	object/static/structure/naboo/shared_seawall_straight_naboo_theed_style_4.iff	0	797.727	0.162507	1986.29	0.434965	0	0.900447	0	200	0
-1550539875	0	1413566031	object/tangible/terminal/shared_terminal_mission.iff	0	681.854	8.422	1966.21	1	0	0	0	50	0
-1550073655	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_cap_s01.iff	0	888.961	6	1628.55	0.92388	0	-0.382683	0	200	0
-1526027737	0	1398030671	object/static/structure/general/shared_planter_generic_style_1.iff	0	669.112	6	1939.14	0.946042	0	-0.324043	0	64	0
-1519321676	0	1413566031	object/tangible/quest/shared_blooming_sapflower.iff	0	1250.43	2.46253	1240.79	0.899427	0.0602347	0.412496	0.131339	50	0
-1517888095	0	1398030671	object/static/structure/general/shared_planter_generic_style_4.iff	0	1249.13	6	1963.84	0.417595	0	0.908633	0	93	0
-1517196923	0	1112885583	object/building/naboo/shared_filler_building_naboo_style_2.iff	0	424.091	5.84693	1988.59	-0.0257879	0	0.999667	0	512	0
-1509260081	0	1398030671	object/static/structure/naboo/shared_poi_nboo_tent_small.iff	0	1958	44.8646	1822	0.998188	-0.00501847	-0.000199323	-0.0599558	64	0
-1504080616	0	1413566031	object/tangible/quest/shared_naboo_theed_terrorist_bomb.iff	0	1523.45	6	1945.41	0.123655	0	0.992325	0	50	0
-1483043349	0	1413566031	object/tangible/quest/shared_naboo_theed_foul_earthen_mound.iff	0	1555.27	32.5364	1462.53	0.986215	0.00947521	-0.102397	-0.129634	50	0
-1471718036	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_cap_s01.iff	0	1387.43	5.92777	2037.21	0.938443	0	0.345433	0	200	0
-1470053377	0	1413566031	object/tangible/terminal/shared_terminal_mission_artisan.iff	0	705.967	6	1981.37	1	0	0	0	50	0
-1460588511	0	1413566031	object/tangible/container/drum/shared_large_plain_crate_s03.iff	0	1382.85	6.05447	1529.5	0.915116	0	0.40319	0	50	0
-1451091776	0	1398030671	object/static/structure/general/shared_streetlamp_small_blue_style_01.iff	0	751.072	8.79752	1969.81	1	0	0	0	200	0
-1445054509	0	1398030671	object/static/structure/general/shared_poi_tato_tent_s01.iff	0	1391.57	6	1528.85	0.417594	0	0.908634	0	256	0
-1416962376	0	1112885583	object/building/naboo/shared_filler_building_naboo_style_5.iff	0	1294.77	6	2023.7	0.419323	0	0.907837	0	512	0
-1398912443	0	1413566031	object/tangible/quest/shared_naboo_theed_terrorist_bomb.iff	0	1507.25	6	2017.9	1	0	0	0	50	0
-1392283010	0	1413566031	object/tangible/quest/shared_naboo_theed_terrorist_medical_droid.iff	0	1487.65	6	2036.37	-0.227202	0	0.973848	0	50	0
-1384545622	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1515.23	6	2045.06	0.882333	0	-0.470626	0	200	0
-1370878343	0	1398030671	object/static/structure/general/shared_planter_generic_style_1.iff	0	1323.88	6	2044.41	0.99995	0	-0.01	0	64	0
-1370102196	0	1398030671	object/static/flora/shared_flora_bush_yavin_blueleaf.iff	0	1490.53	3.18424	171.438	0.99875	0	0	0.049979	64	0
-1364012511	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1102.41	6	2034.52	0.90687	0	-0.421411	0	200	0
-1357754532	0	1398030671	object/static/structure/general/shared_web_07.iff	0	1109.45	6	1631.85	0.989986	0	0.141169	0	200	0
-1357331183	0	1398030671	object/static/creature/shared_droids_r5.iff	0	1442.13	6	1966.2	0.896053	0	-0.443948	0	200	0
-1352526075	0	1398030671	object/static/structure/naboo/shared_streetlamp_naboo_theed_style_1.iff	0	1495.77	6	2012.27	0.891568	0	-0.452887	0	200	0
-1336962539	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_style_01.iff	0	1382.4	5.96392	1530.1	0.956802	0	0.29074	0	32	0
-1335866620	0	1413566031	object/tangible/quest/shared_naboo_theed_terrorist_bomb.iff	0	1449.56	6	1877.32	0.93945	0	-0.342687	0	50	0
-1334587254	0	1398030671	object/static/structure/naboo/shared_enclosed_walkway_s02.iff	0	964.449	6	1703.2	0.924909	0	-0.380188	0	200	0
-1332609284	0	1398030671	object/static/structure/naboo/shared_elevated_walkway_cap_s01.iff	0	640.254	-1.11354	1936.84	0.727999	0	-0.685578	0	200	0
-1331595969	0	1112885583	object/building/naboo/shared_cloning_facility_naboo.iff	0	1268.64	6	1981.96	0.907838	0	-0.419322	0	512	-1919123574
-1939786804	-1331595969	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1376581304	-1331595969	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-327503350	-1331595969	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-1408844359	-1331595969	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-850991870	-1331595969	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-1579429420	-1331595969	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-1331465280	0	1413566031	object/tangible/quest/shared_naboo_theed_terrorist_medical_droid.iff	0	1449.4	6	1953.09	0.774419	0	0.632673	0	50	0
-1331168788	0	1413566031	object/tangible/terminal/shared_terminal_mission.iff	0	702.226	8.49514	1966.46	1	0	0	0	50	0
-1327962478	0	1398030671	object/static/structure/dantooine/shared_dant_rack_spears.iff	0	1286.46	6	2041.37	-0.179814	0	0.983701	0	200	0
-1327095459	0	1413566031	object/tangible/container/drum/shared_large_plain_crate_s02.iff	0	1382.1	6.10432	1529.25	0.503476	0	0.864009	0	50	0
-1323115092	0	1398030671	object/static/item/shared_item_medic_bag.iff	0	1512.86	6	1868.32	0.462485	0	0.886627	0	32	0
-1321742450	0	1398030671	object/static/item/shared_item_medic_bacta_tank_advanced.iff	0	1413.71	6	1902.03	0.86848	0	-0.495724	0	32	0
-1321202141	0	1413566031	object/tangible/camp/shared_camp_cot.iff	0	1075.08	5.23165	1351.31	0.882333	0	-0.470626	0	50	0
-1318927845	0	1413566031	object/tangible/quest/shared_blooming_sapflower.iff	0	1250.57	3.01086	1240.76	0.19945	0	0.979908	0	50	0
-1299196114	0	1398030671	object/static/structure/naboo/shared_poi_nboo_tent_hut_s01.iff	0	395.006	14.4747	1662.84	-3.2e-008	9.6e-010	0.99955	0.0299955	64	0
-1297870615	0	1398030671	object/static/structure/naboo/shared_enclosed_walkway_s02.iff	0	1407.02	5.92777	2020.54	-0.345433	0	0.938444	0	200	0
-1292148060	0	1398030671	object/static/structure/naboo/shared_gungan_statue_s01.iff	0	227.34	7.01494	1895.98	1	0	0	0	200	0
-1289777588	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	1490.34	2.71544	170.904	1	0	0	0	200	0
-1285988818	0	1413566031	object/tangible/terminal/shared_terminal_mission_scout.iff	0	703.88	6	1981.43	1	0	0	0	50	0
-1282409531	0	1413566031	object/tangible/container/jar/shared_jar_spice_s01.iff	0	1381.97	6.08687	1530.82	1	0	0	0	50	0
-1273590375	0	1112885583	object/building/military/shared_military_outpost_guard_tower_1.iff	0	1597.82	9.76248	1598.94	1	0	0	0	512	0
-1263146802	0	1398030671	object/static/item/shared_item_medic_bacta_tank_advanced.iff	0	1536.43	6	2019.13	0.86848	0	-0.495724	0	32	0
-1246904292	0	1413566031	object/tangible/quest/shared_naboo_theed_borvo_antenna.iff	0	1947.07	45.5631	1830.29	0.707107	0	0.707107	0	50	0
-1246571693	0	1398030671	object/static/item/shared_item_container_organic_hide.iff	0	1125.4	6	1959	0.980067	0	0.198669	0	32	0
-1242086171	0	1413566031	object/tangible/quest/shared_rotting_sapflower.iff	0	997.547	2.3877	960.938	0.278698	0.105375	0.954084	0.0307811	50	0
-1241413427	0	1398030671	object/static/structure/naboo/shared_nboo_imprv_lattice_wall_long_s01.iff	0	1104.57	6	1968.36	0.938963	0	0.344019	0	200	0
-1240902027	0	1413566031	object/tangible/camp/shared_camp_spit.iff	0	1076.58	5.12256	1350.15	1	0	0	0	50	0
-1239926135	0	1112885583	object/building/naboo/shared_guild_university_naboo_style_01.iff	0	692	6	1948.5	1	0	0	0	512	-146915617
-1416801220	-1239926135	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1550759483	-1239926135	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-1813593959	-1239926135	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-1685100866	-1239926135	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-91884238	-1239926135	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-507892488	-1239926135	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
