objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
-2127478854	0	1112885583	object/building/tatooine/shared_guild_combat_tatooine_style_01.iff	0	1418	5	1468.59	0.476432	0	0.879211	0	512	-215981634
-1163322988	-2127478854	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-813554313	-2127478854	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-3319070	-2127478854	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-938464013	-2127478854	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-8382809	-2127478854	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-1990157455	-2127478854	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-992922554	-2127478854	1396919380	object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
-1689738250	-2127478854	1396919380	object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
-1061104537	-2127478854	1396919380	object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
-2127302822	0	1398030671	object/static/structure/general/shared_prp_junk_s8.iff	0	1608.92	5.26884	1341.55	0.468347	0.515274	0.515907	0.498983	200	0
-2126718124	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1235.82	5	1460.66	3.2e-008	0	1	0	50	0
-2122828343	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_small_style_01.iff	0	1398.08	5	1054	-0.362359	0	0.932039	0	128	0
-2121143902	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	1181.8	3.85318	1627.87	0.975897	0	0.21823	0	128	0
-2120313368	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1152.74	5	1387.2	1	0	0	0	64	0
-2118117959	0	1398030671	object/static/structure/general/shared_debris_deathstar_small_chunk.iff	0	1707.82	27.2009	935.592	1	0	0	0	200	0
-2117593553	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	1970.05	5	1351.65	0.935897	0	-0.352274	0	128	0
-2117305989	0	1398030671	object/static/structure/tatooine/shared_stone_hovel_tatooine_style_01.iff	0	1309.9	8.39622	793.336	0.640997	0	0.767543	0	200	0
-2117100269	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_table_small_style_01.iff	0	1634.5	5	1421.51	0.978031	0	0.20846	0	50	0
-2115791403	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1270.55	5	1239.25	1	0	0	0	50	0
-2115571342	0	1398030671	object/static/structure/general/shared_prp_junk_s7.iff	0	1294.25	2.91044	911.678	-0.684543	-0.0165087	0.72672	0.0548332	200	0
-2114524931	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_02.iff	0	1369.18	5	1401.46	1	0	0	0	200	0
-2113594024	0	1398030671	object/soundobject/shared_soundobject_city_crowd_small.iff	0	1270.74	5	1635.49	1	0	0	0	128	0
-2110454021	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_large.iff	0	1307.07	4.98758	1304.02	0.9088	0	-0.417232	0	64	0
-2105858364	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_large.iff	0	1363.23	5	1629.77	0.953847	0	-0.300293	0	64	0
-2105657662	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1275.19	5	1151.12	0.896053	0	-0.443947	0	128	0
-2105539100	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1357.12	5	1235.66	1	0	0	0	64	0
-2103717892	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1401.16	5	1638.5	0.754046	0	-0.656821	0	50	0
-2102933120	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1229.12	5	1223.55	0.771245	0	0.636539	0	64	0
-2101618859	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_style_01.iff	0	2010.84	5	1383.94	0.967663	0	-0.252245	0	32	0
-2100368721	0	1398030671	object/static/particle/shared_pt_smoke.iff	0	1406.94	5	1143.51	1	0	0	0	64	0
-2096664658	0	1398030671	object/static/structure/tatooine/shared_wall_damaged_tatooine_large_style_01.iff	0	1256.59	5	1634.73	0.860269	0	-0.509841	0	128	0
-2095030520	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_01.iff	0	1356.39	3.08141	1413.69	0.959662	0	0.281157	0	128	0
-2094255330	0	1398030671	object/static/structure/tatooine/shared_beam_tatooine_overhead_style_02.iff	0	1240.38	4.23452	1606.21	-0.294529	0.0259919	0.954217	-0.0452542	200	0
-2093845753	0	1413566031	object/tangible/collection/shared_publish_gift_comlink_component_06.iff	0	1261.49	5	1231	0.717911	0	0	0.696135	50	0
-2093773463	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	2045.72	4.69631	1387.7	-0.194548	0	0.980893	0	128	0
-2093743624	0	1112885583	object/building/tatooine/shared_salon_tatooine.iff	0	1957.47	5	1381.03	0.917121	0	0.398609	0	512	1684078020
-1752649847	-2093743624	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-2092339662	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_01.iff	0	1313.06	5	1464.72	0.368413	0	0.929662	0	50	0
-2092121191	0	1398030671	object/static/structure/general/shared_prp_junk_s5.iff	0	1304.21	1.8713	914.846	1	0	0	0	200	0
-2091939207	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1188.21	5	1274.17	0.337447	0	0.941345	0	50	0
-2090498086	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_radar_dish.iff	0	1591.96	5	1381.83	0.896156	-0.103135	-0.368369	0.224882	32	0
-2089573635	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_pipe_narrow_2.iff	0	1264.58	5	1630.94	1	0	0	0	32	0
-2089282432	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1245.59	5	1654.53	0.0357885	0	0.999359	0	50	0
-2088211943	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1238.46	5	1647.65	0.755101	0	-0.655608	0	128	0
-2085850879	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_01.iff	0	1312.7	5	1367.16	0.922997	0	-0.384808	0	50	0
-2085486999	0	1398030671	object/static/item/shared_wp_rifle_t21_combined.iff	0	1456.07	5.2846	1386.08	0.882021	-0.342104	0.302114	0.117179	32	0
-2085319888	0	1398030671	object/static/structure/general/shared_trash_pile_s01.iff	0	1471.94	5	1357.94	1	0	0	0	200	0
-2085153314	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1224.58	5	1588.34	0.724836	0	0.688921	0	64	0
-2083494600	0	1413566031	object/tangible/furniture/ep3_rewards/shared_ep3_kash_reward_trophy_webweaver.iff	0	1388.16	6.1068	1231.28	-0.0257935	0	0.999667	0	50	0
-2081932687	0	1398030671	object/static/structure/tatooine/shared_stone_hovel_tatooine_style_01.iff	0	1142.63	5	1430.26	0.886996	0	-0.461778	0	200	0
-2080847235	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1391.79	5	1621.5	-0.429737	0	0.902954	0	50	0
-2080588157	0	1398030671	object/static/item/shared_item_data_disk.iff	0	1238.88	5.75895	1620	1	0	0	0	32	0
-2079230854	0	1413566031	object/tangible/furniture/ep3_rewards/shared_ep3_kash_reward_trophy_walluga.iff	0	1391.96	8.82329	1219.87	0.940832	-0.0991521	0.322258	0.033962	50	0
-2077390082	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	1434.96	5	1163.65	1	0	0	0	32	0
-2077268271	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_pipe_widemouth.iff	0	1033.47	7.26418	1780.51	-0.119424	0	0.992843	0	32	0
-2077225958	0	1398030671	object/static/structure/general/shared_poi_all_construction_stone_pile.iff	0	2019.02	5	1328.15	1	0	0	0	175	0
-2075833865	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_small.iff	0	2018.82	5.33997	1357.08	0.982004	0	0.188859	0	64	0
-2074718900	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_pipe_widemouth.iff	0	1152.84	5	1440.67	1	0	0	0	32	0
-2070390916	0	1413566031	object/tangible/terminal/shared_terminal_mission_artisan.iff	0	1657.02	5	1280.58	0.926798	0	-0.375559	0	50	0
-2070113808	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1241.92	5	1475.21	3.2e-008	0	1	0	50	0
-2068677152	0	1398030671	object/static/structure/general/shared_lucky_despot_debris_sm_engine.iff	0	1374.25	6.93785	1256.04	0.653978	0.0461507	-0.12643	0.744445	256	0
-2067984631	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_02.iff	0	1305.52	5	1617.74	0.986418	0	-0.164252	0	200	0
-2067571210	0	1398030671	object/static/installation/shared_mockup_mining_ore_harvester_style_2.iff	0	1950.03	5	1321.1	1	0	0	0	64	0
-2065326942	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1277.5	4.90281	1651.75	0.0191254	-0.00172594	0.995769	0.089862	128	0
-2062824304	0	1413566031	object/tangible/terminal/shared_terminal_mission.iff	0	1464.63	5	1349.81	0.413046	0	0.91071	0	50	0
-2061883265	0	1398030671	object/static/structure/tatooine/shared_planter_window_style_01.iff	0	1200.73	6.69135	1260.48	-0.328769	0	0.944411	0	32	0
-2061810060	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_cafe_parasol.iff	0	1252.57	5	1478.84	3.2e-008	0	1	0	50	0
-2061086784	0	1398030671	object/static/structure/tatooine/shared_planter_hanging_style_01.iff	0	1238.08	5.96816	1212.42	-0.323667	0	0.946171	0	32	0
-2061029959	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1390.9	5	1622.14	0.0307725	0	0.999527	0	50	0
-2061012971	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	1315.67	8.81953	800.487	0.222674	0.0261249	0.974227	-0.0248043	32	0
-2059288352	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1280.46	5	1422.64	1	0	0	0	64	0
-2057656848	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1252.54	5	1464.5	0.434965	0	0.900447	0	50	0
-2054357944	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1180.65	5.57078	1384.67	-0.367015	0	0.930215	0	50	0
-2053751786	0	1413566031	object/tangible/furniture/cheap/shared_coffee_table_s01.iff	0	1330.25	19.4376	1543.04	0.882145	0	0.470977	0	50	0
-2053534205	0	1398030671	object/static/vehicle/shared_static_swoop_bike.iff	0	1139.4	5	1424.72	1	0	0	0	256	0
-2052808041	0	1398030671	object/static/structure/tatooine/shared_tent_house_tatooine_style_01.iff	0	1238.15	5	1620.66	0.496189	0	0.868215	0	200	0
-2052164298	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1230.46	5	1622.01	0.780714	0	-0.624889	0	128	0
-2050102117	0	1398030671	object/static/structure/tatooine/shared_tent_house_tatooine_style_01.iff	0	1940.62	5	1326.31	-0.277121	0	0.960835	0	200	0
-2049739427	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_01.iff	0	1621.24	5	1419.6	-0.348337	0	0.937369	0	50	0
-2049076531	0	1112885583	object/building/military/shared_military_outpost_guard_house_imperial.iff	0	1819.33	180	1598.82	-0.0906718	0	0.995881	0	512	-285862605
-727431475	-2049076531	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1658075832	-2049076531	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-2048718796	0	1398030671	object/static/structure/tatooine/shared_wall_archway_tatooine_wide_style_01.iff	0	1480.66	5	1319.96	0.836462	0	0.548025	0	128	0
-2048240439	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1403	3.08141	1407.88	-0.272313	0	0.962209	0	128	0
-2042161934	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	1371.83	5	1129.3	0.900447	0	-0.434965	0	32	0
-2039640493	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_02.iff	0	1467.67	2.9329	1455.64	0.99469	0	-0.102915	0	128	0
-2039498218	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1238.61	5	1621.52	0.0657518	0	0.997836	0	50	0
-2038867122	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_style_01.iff	0	2011.77	5	1387.34	0.96639	0	-0.257081	0	32	0
-2038846035	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1223.07	5	1278.77	0.751805	0	0.659386	0	50	0
-2038393848	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_01.iff	0	1248.97	5	1532.81	-0.281921	0	0.959437	0	128	0
-2037152979	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	1284.77	4.29216	1123.42	-0.605547	-0.012231	0.795244	-0.0273885	128	0
-2037004040	0	1398030671	object/static/structure/general/shared_palette_supply_04.iff	0	1969.15	5	1391.06	0.978031	0	-0.20846	0	32	0
-2036648193	0	1413566031	object/static/worldbuilding/sign/shared_thm_sign_bank.iff	0	1472.44	5	1201.96	0.998988	0	-0.0449848	0	50	0
-2035630671	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1358.68	5	1622.96	0.971338	0	-0.237702	0	50	0
-2035396569	0	1398030671	object/static/structure/general/shared_droid_r4_powerdown.iff	0	1574.13	5	1429.41	1	0	0	0	64	0
-2034957606	0	1398030671	object/soundobject/shared_soundobject_city_crowd_small.iff	0	1246.17	5	1516.88	1	0	0	0	128	0
-2032359039	0	1398030671	object/static/structure/tatooine/shared_streetsign_upright_style_01.iff	0	1376.03	5	1246.4	0.941075	0	0.338197	0	32	0
-2031648224	0	1413566031	object/tangible/quest/shared_smuggler_11_profession_recipe.iff	0	1940.68	5	1324.42	0.99955	0	0.0299955	0	50	0
-2031151916	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1195.75	5	1213.03	0.898261	0	-0.439462	0	128	0
-2031081260	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1398.17	5	1086.33	0.869509	0	0.493917	0	50	0
-2030389916	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_table_small_style_01.iff	0	1620	5	1420.38	0.978031	0	0.20846	0	50	0
-2026968526	0	1398030671	object/static/structure/general/shared_trash_pile_s01.iff	0	1486.62	5	1323.64	1	0	0	0	200	0
-2024544056	0	1398030671	object/static/vehicle/shared_static_swoop_bike.iff	0	1123.47	5	1406.55	0.875175	0	-0.483807	0	256	0
-2023090290	0	1398030671	object/static/structure/tatooine/shared_orchard_tatooine_style_02.iff	0	1250.37	5	1211.17	-0.320063	0	0.947396	0	64	0
-2021565079	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_small_style_01.iff	0	1326.06	5	1642.53	0.493228	0	0.8699	0	128	0
-2019411928	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_small_style_01.iff	0	1228.1	5	1310.85	0.893821	0	-0.448423	0	128	0
-2018675478	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_dented_1.iff	0	1367.77	5	1299.2	0.773915	0	0.63329	0	32	0
-2018140055	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_metal_1.iff	0	1649.6	4.95095	1321.22	0.839192	0	0.543835	0	32	0
-2018084964	0	1398030671	object/static/structure/general/shared_transport_debris_02.iff	0	1671.91	19.1828	954.51	1	0	0	0	256	0
-2017453317	0	1398030671	object/static/structure/general/shared_droid_4lom_powerdown.iff	0	2043.04	8.6771	1384.47	-0.633289	0	0.773915	0	64	0
-2017318920	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1199.3	5	1197.76	0.90687	0	-0.42141	0	128	0
-2016862095	0	1398030671	object/static/item/shared_item_data_disk.iff	0	1238.97	5.75895	1619.93	0.886995	0	-0.461779	0	32	0
-2015083854	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_radar_dish.iff	0	1034.42	6.55364	1763.47	0.512344	0	0.85878	0	32	0
-2013769041	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1619.26	5	1425.98	0.999767	0	0.0215949	0	128	0
-2011726093	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_small.iff	0	1969.28	8.01932	1390.47	0.852525	0	0.522687	0	64	0
-2011058935	0	1398030671	object/static/structure/tatooine/shared_beam_tatooine_overhead_style_02.iff	0	1509.31	5.98328	1395.04	0.0441899	0	0.999023	0	200	0
-2010993805	0	1398030671	object/soundobject/shared_soundobject_city_crowd_small.iff	0	1178.36	5	1392.56	1	0	0	0	128	0
-2009553239	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1670.7	5	1267.18	0.827253	0	0.56183	0	128	0
-2007159694	0	1398030671	object/static/structure/tatooine/shared_streetsign_upright_style_01.iff	0	1233.82	5	1438.89	0.865324	0	-0.501213	0	32	0
-2006432119	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_01.iff	0	1172.95	4.95423	1319.51	0.941076	0	0.338196	0	128	0
-2005483688	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	1134.88	5	1409.15	1	0	0	0	32	0
-2003315958	0	1398030671	object/static/structure/general/shared_landing_pad_shuttle.iff	0	1398.66	5	1505.75	0.877582	0	-0.479426	0	256	0
-2002940085	0	1398030671	object/static/structure/general/shared_camp_tent_s01.iff	0	1016.32	7.91388	1046.41	0.466889	-0.00884289	0.884259	0.00466905	200	0
-2002168034	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_metal_1.iff	0	1668.76	18.6876	942.64	1	0	0	0	32	0
-2002084013	0	1398030671	object/static/structure/general/shared_prp_junk_s6.iff	0	1034.44	6.55904	1763.44	0.162871	0	0.986647	0	200	0
-2001538807	0	1112885583	object/building/tatooine/shared_filler_building_block_64x16_style_02.iff	0	1285.05	5	1484.35	-0.281919	0	0.959438	0	512	0
-2001376339	0	1398030671	object/static/structure/general/shared_debris_deathstar_small_chunk.iff	0	813.808	12.8634	1029.54	0.889293	0	0	-0.457338	200	0
-2000551209	0	1413566031	object/tangible/terminal/shared_terminal_mission_scout.iff	0	1448.18	5	1276.19	0.913089	0	-0.407761	0	50	0
-2000335211	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	1215.09	5	1618.66	0.469923	0	0.882707	0	128	0
-2000144471	0	1398030671	object/static/structure/general/shared_campfire_smoldering.iff	0	1964.57	5	1366.43	1	0	0	0	200	0
-2000126819	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1422.97	5	1625.71	0.975897	0	0.218231	0	50	0
-1999755438	0	1112885583	object/building/tatooine/shared_filler_building_block_64x16_style_02.iff	0	1362.36	5	1083.94	-0.334236	0	0.942489	0	512	0
-1999400187	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1192.76	5	1484.12	1	0	0	0	64	0
-1998403719	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	1271.89	5	1624.31	0.870294	0	-0.492533	0	128	0
-1998115094	0	1112885583	object/building/military/shared_military_base_gate_house_imperial.iff	0	1847.79	180	1586.22	0.0990411	0	0.995083	0	512	0
-1997567636	0	1413566031	object/tangible/terminal/shared_terminal_bazaar.iff	0	1645.55	5	1330.99	0.721108	0	0.692822	0	50	0
-1997216042	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	1429.44	5	1327.31	0.896644	0.0263519	-0.438672	-0.0538633	128	0
-1994626279	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_dented_1.iff	0	1396.38	5	1292.68	0.997551	0	-0.0699428	0	32	0
-1994132184	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1227.29	5	1311.45	0.893821	0	-0.448423	0	128	0
-1992168718	0	1398030671	object/static/structure/general/shared_data_terminal_s3.iff	0	1570.81	4.96015	1430.97	0.997189	0	0.0749296	0	200	0
-1991698494	0	1398030671	object/static/structure/tatooine/shared_guild_statue_free_style_01.iff	0	1437.88	5	1435.89	0.466913	0	0.884304	0	32	0
-1991086215	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_small_style_01.iff	0	1361.36	5	1393.43	0.872745	0	-0.488177	0	128	0
-1989663545	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1291.5	5	1280.33	0.896053	0	-0.443948	0	128	0
-1988866423	0	1398030671	object/static/particle/shared_pt_smoke_small.iff	0	1478.47	7.32801	1274.12	1	0	0	0	64	0
-1988393396	0	1398030671	object/static/structure/tatooine/shared_streetsign_upright_style_01.iff	0	1383.96	5	1377.97	-0.656219	0	0.754571	0	32	0
-1986791201	0	1413566031	object/tangible/terminal/shared_terminal_mission_bounty.iff	0	1573.95	5	1268.8	0.946042	0	0.324043	0	50	0
-1986283056	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_01.iff	0	1379.47	5	1194.6	-0.348337	0	0.937369	0	128	0
-1985898703	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	1235.77	5	1459.26	0.974971	0	-0.22233	0	50	0
-1985779499	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_style_01.iff	0	1991.29	5	1346.65	1	0	0	0	32	0
-1985595830	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_cafe_parasol.iff	0	1210.34	5	1280.15	1	0	0	0	50	0
-1984282460	0	1398030671	object/static/installation/shared_mockup_mining_liquid_moisture_harvester.iff	0	1305.85	5	1498.07	1	0	0	0	64	0
-1981089412	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	1724.23	4.59351	1298.58	0.847255	0	-0.531186	0	128	0
-1980978505	0	1398030671	object/static/structure/corellia/shared_corl_power_arial_thin.iff	0	1362.97	7.07075	677.725	-0.396599	0	0.917992	0	256	0
-1979136301	0	1398030671	object/static/particle/shared_pt_poi_electricity_2x2.iff	0	813.492	42.4269	1330.23	1	0	0	0	64	0
-1979017810	0	1398030671	object/static/structure/general/shared_debris_deathstar_small_tube.iff	0	817.274	12.7444	1028.4	0.700274	0.00431599	0.713729	0.013749	200	0
-1978354172	0	1398030671	object/static/structure/tatooine/shared_wall_pristine_tatooine_large_style_02.iff	0	1300.94	5	1183.87	-0.3248	0	0.945783	0	128	0
-1977900411	0	1398030671	object/static/item/shared_item_container_inorganic_minerals.iff	0	1612.48	5.88544	1363.47	-0.552863	0	0.833272	0	32	0
-1976131687	0	1398030671	object/static/structure/military/shared_military_wall_strong_imperial_16_style_01.iff	0	1834.15	179.406	1593.9	-0.155167	0	0.987888	0	128	0
-1975007813	0	1398030671	object/static/creature/shared_tatooine_ronto.iff	0	1315.46	5	1159.68	0.265964	0	0.963983	0	200	0
-1974736083	0	1398030671	object/static/flora/shared_flora_tree_tato_touchnot.iff	0	1197.93	5	1273.93	0.758362	0	0.651834	0	64	0
-1974444442	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_tall_style_01.iff	0	1692.96	5	1389.81	0.958244	0	-0.285952	0	128	0
-1973987409	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	1278.27	4.92898	1270.73	-0.320064	0	0.947396	0	128	0
-1973134885	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_pipe_narrow_1.iff	0	1367.6	5	1166.15	1	0	0	0	32	0
-1971591353	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_meat_rack.iff	0	1366.03	5	1631.23	0.745175	0	-0.666869	0	50	0
-1967207855	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	1247.14	5	1654.23	1	0	0	0	50	0
