objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
-1819263809	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	96	28	1738	0.707107	0	0.707107	0	50	0
-1819259408	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	57.724	28	1787.7	-0.707107	0	0.707107	0	128	0
-1813593959	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x32_s04.iff	0	196.048	27.6273	1509.52	0.707107	0	0.707107	0	128	0
-1807842458	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	10.2652	30.4981	1718.61	0.707109	0	-0.707104	0	200	0
-1804617885	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	167.102	28	1448.09	0.92388	0	-0.382683	0	128	0
-1803924927	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	57.724	28	1819.7	-0.707107	0	0.707107	0	128	0
-1798186635	0	1398030671	object/static/structure/corellia/shared_corl_power_box_node.iff	0	37.3621	28	1836.85	0.70711	0	0.707103	0	256	0
-1796579464	0	1398030671	object/static/structure/corellia/shared_corl_power_bubble_node.iff	0	37.362	28	1818.85	0.70711	0	0.707103	0	128	0
-1792876202	0	1413566031	object/tangible/furniture/modern/shared_chair_modern_style_01.iff	0	74.3251	28	1652.27	-0.527619	0	0.849481	0	50	0
-1779966207	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	30.362	28	1812.85	-3.48103e-007	0	1	0	128	0
-1763831653	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	70.0521	28	1610.17	1	0	0	0	200	0
-1734547049	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	130.744	27.7553	1457.85	-0.382684	0	0.923879	0	128	0
-1720483051	0	1112885583	object/building/corellia/shared_filler_slum_16x16_s01.iff	0	188.016	27.9281	1508	1	0	0	0	512	0
-1720325307	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	116.734	28	1677.95	1	0	0	0	50	0
-1715515024	0	1112885583	object/building/corellia/shared_filler_historic_24x16_s01.iff	0	123.979	28	1605.28	0.707109	0	0.707104	0	512	0
-1697570728	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s02.iff	0	18.362	28	1836.85	0.70711	0	0.707103	0	128	0
-1694401449	0	1398030671	object/static/structure/corellia/shared_corl_power_connector.iff	0	30.4278	31.3251	1828	0.70711	0	0.707103	0	128	0
-1692650479	0	1398030671	object/static/item/shared_item_document.iff	0	72.6238	28.9	1651.33	0.285189	0	0.958472	0	32	0
-1690871624	0	1398030671	object/static/structure/corellia/shared_corl_power_arial_prime.iff	0	41.362	28	1794.85	0.70711	0	0.707103	0	128	0
-1685100866	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	196.012	27.8255	1493.28	0.707107	0	0.707107	0	128	0
-1677962170	0	1112885583	object/building/corellia/shared_filler_slum_16x32_s02.iff	0	165.023	28	1525.09	0.92388	0	-0.382683	0	512	0
-1676495907	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	1.72398	28	1787.7	0.707109	0	-0.707104	0	128	0
-1675863660	0	1398030671	object/static/structure/corellia/shared_corl_power_box_node.iff	0	37.362	28	1799.85	0.70711	0	0.707103	0	256	0
-1658075832	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s02.iff	0	60.0852	28	1504.22	0.92388	0	0.382683	0	128	0
-1655606659	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	37.362	28	1805.85	1	0	0	0	128	0
-1647848179	0	1112885583	object/building/corellia/shared_filler_slum_16x32_s01.iff	0	142.236	28	1552.84	0.923879	0	-0.382684	0	512	0
-1647569027	0	1112885583	object/building/corellia/shared_filler_historic_32x16_s02.iff	0	72	28	1604	0.707107	0	0.707107	0	512	0
-1633263716	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	125.96	31.8896	1656.11	0.270706	-0.653022	0.653542	-0.27049	200	0
-1630215851	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	90.2334	28	1489.12	-0.382683	0	0.92388	0	200	0
-1621756186	0	1398030671	object/static/structure/corellia/shared_corl_power_bubble_node.iff	0	30.362	28	1818.85	0.70711	0	0.707103	0	128	0
-1617855107	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	49.6835	28	1811.52	0.707124	0	-0.707089	0	128	0
-1607575945	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	39.6984	28	1691.48	0.707109	0	-0.707104	0	128	0
-1583250337	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	10.6835	28	1827.52	0.707102	0	0.707111	0	128	0
-1581859982	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	161.764	28	1500.5	0.707107	0	0.707107	0	200	0
-1579429420	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s02.iff	0	48.5005	28	1571.67	0.92388	0	0.382683	0	128	0
-1578657808	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s03.iff	0	46.6835	28	1787.52	1	0	0	0	128	0
-1578278878	0	1413566031	object/tangible/furniture/modern/shared_chair_modern_style_01.iff	0	70.8965	28	1652.24	0.217453	0	0.976071	0	50	0
-1574480923	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	94	28	1722	0.707109	0	-0.707104	0	128	0
-1574153149	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s02.iff	0	42.3622	28	1836.85	0.70711	0	0.707103	0	128	0
-1572514480	0	1398030671	object/static/structure/corellia/shared_corl_power_connector.iff	0	39.5383	31.3251	1802.69	0.92388	0	0.382683	0	128	0
-1567775110	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s02.iff	0	18.362	28	1818.85	0.70711	0	0.707103	0	128	0
-1550759483	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	195.746	28	1476.7	0.92388	0	-0.382683	0	128	0
-1550073655	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x32_s04.iff	0	129	27.9051	1410	0.92388	0	-0.382683	0	128	0
-1526027737	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s02.iff	0	48.7713	28	1492.91	0.92388	0	0.382683	0	128	0
-1517888095	0	1398030671	object/static/structure/corellia/shared_corl_imprv_arch_lg_s02.iff	0	105.643	28	1474.03	-0.382684	0	0.923879	0	128	0
-1517196923	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	33.6791	28	1569.65	0.382684	0	0.923879	0	200	0
-1506578347	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s01.iff	0	34.661	28	1859.7	1	0	0	0	128	0
-1495062218	0	1413566031	object/tangible/quest/shared_corellia_coronet_the_informant_hidden_stash.iff	0	447.932	3.05257	1502.51	0.938895	-0.0548109	0.330762	-0.0779023	50	0
-1487102080	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	123.967	31.7947	1609.99	0.495012	0.504944	-0.50096	-0.499032	200	0
-1476665540	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_dented_1.iff	0	446.877	2.54503	1499.43	0.899517	-0.073446	0.408956	-0.135019	32	0
-1471718036	0	1398030671	object/static/structure/corellia/shared_corl_power_arial_prime.iff	0	41.362	28	1840.85	0.70711	0	0.707103	0	128	0
-1470053377	0	1398030671	object/static/structure/corellia/shared_corl_power_connector.iff	0	23.4575	31.3251	1809.2	0.707116	0	-0.707097	0	128	0
-1451363810	0	1398030671	object/static/structure/general/shared_prp_engine_component.iff	0	18.6677	29.2017	1372.3	0.714422	0	0.699715	0	200	0
-1451091776	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	30.362	28	1805.85	1	0	0	0	128	0
-1424652355	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	172.657	28	1548.62	0.923879	0	0.382684	0	128	0
-1416962376	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s01.iff	0	94	28	1754	0.707109	0	0.707104	0	128	0
-1416801220	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	196.012	27.6368	1484.83	0.707109	0	-0.707104	0	128	0
-1408844359	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	97.9255	27.7833	1566.21	0.92388	0	-0.382683	0	128	0
-1384545622	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	30.3621	28	1842.85	1	0	0	0	128	0
-1376581304	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x32_s04.iff	0	115.056	27.7658	1583.32	0.92388	0	-0.382683	0	128	0
-1370878343	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	140.159	28	1448.42	0.382683	0	0.92388	0	128	0
-1370102196	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	49.6835	28	1851.52	1	0	0	0	128	0
-1367988389	0	1398030671	object/static/item/shared_item_tool_demagnetizer.iff	0	20.0266	29.6576	1366.64	1	0	0	0	32	0
-1364012511	0	1398030671	object/static/structure/corellia/shared_corl_power_box_node.iff	0	23.3621	28	1836.85	0.70711	0	0.707103	0	256	0
-1352526075	0	1398030671	object/static/structure/corellia/shared_corl_power_bubble_node.iff	0	30.3621	28	1836.85	0.70711	0	0.707103	0	128	0
-1344509769	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	96	28	1750	0.707107	0	0.707107	0	50	0
-1343151828	0	1398030671	object/static/particle/shared_pt_poi_broken_electronics.iff	0	29.0785	28.9875	1799.83	1	0	0	0	64	0
-1334587254	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	72.8998	27.9104	1516	0.845818	0	-0.533471	0	128	0
-1332609284	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s02.iff	0	42.3621	28	1818.85	0.70711	0	0.707103	0	128	0
-1331595969	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x32_s04.iff	0	138.06	27.7465	1583.29	0.923879	0	0.382684	0	128	0
-1331168788	0	1398030671	object/static/structure/corellia/shared_corl_fountain_circle_s01.iff	0	73	28	1645	1	0	0	0	96	0
-1327962478	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	57.257	28	1599.43	1	0	0	0	128	0
-1321202141	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s01.iff	0	46.6896	28	1601.76	0.92388	0	0.382683	0	128	0
-1297870615	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	9.72398	28	1779.7	1	0	0	0	128	0
-1289777588	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	10.6835	28	1787.52	1	0	0	0	128	0
-1285988818	0	1398030671	object/static/structure/corellia/shared_corl_power_connector.iff	0	30.2999	31.3251	1809.11	0.707116	0	-0.707097	0	128	0
-1241413427	0	1112885583	object/building/corellia/shared_filler_slum_16x32_s01.iff	0	145.486	28	1494.87	0.92388	0	0.382683	0	512	0
-1240902027	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s01.iff	0	57.724	28	1779.7	1	0	0	0	128	0
-1239926135	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x32_s04.iff	0	184.238	27.6368	1465.24	0.92388	0	-0.382683	0	128	0
-1238801840	0	1398030671	object/static/structure/general/shared_droid_r4_powerdown.iff	0	103.195	28	1642.25	0.963771	0	-0.266731	0	64	0
-1227429020	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s03.iff	0	13.6835	28	1851.52	-3.20013e-008	0	1	0	128	0
-1213832370	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	10.3016	30.4895	1689.42	0.707109	0	-0.707104	0	200	0
-1173792438	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	97.0763	27.9461	1565.35	-0.382684	0	0.923879	0	128	0
-1173119406	0	1413566031	object/tangible/terminal/shared_terminal_mission.iff	0	22.182	30.4796	1714.76	0.707109	0	-0.707105	0	50	0
-1162106795	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	49.724	28	1779.7	1	0	0	0	128	0
-1160876236	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s02.iff	0	30.5844	28	1553.93	-0.382683	0	0.92388	0	128	0
-1154787398	0	1398030671	object/static/structure/corellia/shared_corl_power_bubble_node.iff	0	23.3621	28	1818.85	0.70711	0	0.707103	0	128	0
-1142354174	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s02.iff	0	48.8843	28	1644.94	0.707118	0	-0.707095	0	128	0
-1126822512	0	1413566031	object/tangible/furniture/modern/shared_table_modern_style_01.iff	0	72.4947	28	1651.74	0.867819	0	-0.49688	0	50	0
-1103827087	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	80.0391	31.3204	1686.14	-0.497694	0.502295	-0.497694	0.502296	200	0
-1098210877	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_1.iff	0	22.2354	28	1367.91	0.844589	0	0.535415	0	32	0
-1087666448	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	10.2868	28	1859.75	1	0	0	0	128	0
-1075392679	0	1398030671	object/static/structure/corellia/shared_corl_power_arial_prime.iff	0	19.3621	28	1840.85	0.70711	0	0.707103	0	128	0
-1072483152	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	10.9948	28	1640.99	0.707109	0	0.707104	0	200	0
-1062241431	0	1112885583	object/building/corellia/shared_filler_slum_16x16_s01.iff	0	111.807	28	1551.5	-0.382684	0	0.923879	0	512	0
-1057285909	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	168.186	28	1447.07	0.382683	0	0.92388	0	50	0
-1057245553	0	1398030671	object/static/structure/general/shared_streetlamp_large_style_01.iff	0	136.109	27.9822	1631.6	0.707109	0	-0.707104	0	200	0
-1053284267	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	1.72398	28	1851.7	-0.707107	0	0.707107	0	128	0
-1011219243	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s01.iff	0	39.6401	28	1679.55	0.707109	0	0.707104	0	128	0
-1008557808	0	1398030671	object/static/structure/general/shared_prp_junk_s6.iff	0	25.199	29.4293	1369.05	1	0	0	0	200	0
-1003505868	0	1398030671	object/static/structure/general/shared_streetlamp_small_red_style_01.iff	0	30.3465	28	1799.87	1	0	0	0	200	0
-1000427004	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	37.362	28	1812.85	-3.48103e-007	0	1	0	128	0
-995942589	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	39.0444	28	1553.93	1	0	0	0	128	0
-994348645	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s01.iff	0	18.562	28	1902.25	1	0	0	0	128	0
-990038731	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	10.6835	28	1843.52	0.707105	0	0.707108	0	128	0
-989354114	0	1398030671	object/static/item/shared_item_tool_handheld_viewscreen_s1.iff	0	72.9656	28.9	1652.17	0.999987	0	0.00500013	0	32	0
-989176014	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_01.iff	0	21.7977	28	1366.66	0.99955	0	-0.029995	0	50	0
-976317925	0	1112885583	object/building/corellia/shared_filler_building_corellia_style_03.iff	0	80	28	1704	-9.52215e-008	0	1	0	512	0
-966789415	0	1413566031	object/tangible/furniture/all/shared_frn_all_data_terminal_free_s1.iff	0	101.9	28	1645.8	0.751806	0	-0.659384	0	50	0
-961985415	0	1398030671	object/static/structure/corellia/shared_corl_imprv_arch_sm_s03.iff	0	76.1271	27.9292	1499.23	0.995953	0	0.0898786	0	128	0
-959440082	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s01.iff	0	113.717	28	1675.66	2.841e-007	0	1	0	128	0
-951443171	0	1398030671	object/static/structure/corellia/shared_corl_power_box_node.iff	0	23.362	28	1799.85	0.70711	0	0.707103	0	256	0
-942219052	0	1112885583	object/building/corellia/shared_filler_slum_16x16_s01.iff	0	180.991	27.934	1488.07	0.923879	0	0.382684	0	512	0
-941954754	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	49.6835	28	1843.52	0.707125	0	-0.707088	0	128	0
-929473760	0	1398030671	object/static/structure/corellia/shared_corl_power_arial_prime.iff	0	39.3621	28	1827.85	0.70711	0	0.707103	0	128	0
-929093902	0	1398030671	object/static/structure/general/shared_streetlamp_small_style_01.iff	0	135.405	33.9489	1453.11	0.000304745	0.923879	0.000735687	0.382683	200	0
-907629344	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	125.287	27.7553	1463.33	0.923878	0	0.382686	0	128	0
-894356231	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	25.6835	28	1851.52	-3.20013e-008	0	1	0	128	0
-892094787	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s03.iff	0	10.6835	28	1795.52	0.707101	0	0.707112	0	128	0
-882045225	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s03.iff	0	118	28	1399	0.92388	0	-0.382683	0	128	0
-879410635	0	1112885583	object/building/corellia/shared_filler_slum_16x16_s01.iff	0	119.788	28	1469.44	0.92388	0	-0.382683	0	512	0
-867823003	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	44.3716	28	1612.39	0.707109	0	-0.707104	0	128	0
-866704997	0	1398030671	object/static/structure/corellia/shared_corl_imprv_column_s01.iff	0	1.72398	28	1779.7	1	0	0	0	128	0
-861259941	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_1.iff	0	18.7095	28	1366.75	0.615561	0	0.78809	0	32	0
-854658269	0	1112885583	object/building/corellia/shared_filler_slum_16x32_s01.iff	0	121.268	28	1426.52	0.92388	0	0.382683	0	512	0
-850991870	0	1398030671	object/static/structure/corellia/shared_corl_imprv_gate_sm_s01.iff	0	44.9419	28	1575.19	0.92388	0	0.382683	0	128	0
-839730076	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	145.835	28	1608.95	0.382683	0	0.92388	0	50	0
-839384774	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	37.362	28	1824.85	1	0	0	0	128	0
-819222594	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	156.679	27.5992	1482.97	-0.382686	0	0.923878	0	128	0
-804661704	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	34.7036	28	1868.42	0.707107	0	0.707107	0	128	0
-800053533	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	57.724	28	1803.7	-0.707107	0	0.707107	0	128	0
-797489960	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	101.393	27.6233	1532.95	-0.382685	0	0.923879	0	128	0
-783878158	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	23.3621	28	1824.85	1	0	0	0	128	0
-782361704	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s04.iff	0	102.884	27.7902	1559.58	-0.382684	0	0.923879	0	128	0
-775350060	0	1413566031	object/tangible/sign/shared_all_sign_city_s02.iff	0	159.109	28	1437.79	0.382683	0	0.92388	0	50	0
-774325041	0	1112885583	object/building/corellia/shared_guild_university_corellia_style_01.iff	0	40	28	1704	-0.707106	0	0.707107	0	512	1689581504
-1908401984	-774325041	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-2093773463	-774325041	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-555016066	-774325041	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-1556862676	-774325041	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-1621582391	-774325041	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-1668142224	-774325041	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-1847828235	-774325041	1396919380	object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
-565923755	-774325041	1396919380	object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
-1927376940	-774325041	1396919380	object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
-773094635	0	1398030671	object/static/structure/corellia/shared_corl_power_connector.iff	0	37.4001	31.3251	1828.04	0.70711	0	0.707103	0	128	0
-771028662	0	1398030671	object/static/structure/corellia/shared_corl_imprv_arch_lg_s01.iff	0	94	28	1744	0.707109	0	0.707104	0	128	0
-766969766	0	1398030671	object/static/structure/corellia/shared_corl_imprv_wall_4x16_s01.iff	0	33.724	28	1779.7	1	0	0	0	128	0
-755838250	0	1398030671	object/static/structure/corellia/shared_corl_power_transformer_s01.iff	0	23.3622	28	1842.85	1	0	0	0	128	0
