item	cash	class	script	note
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_boots.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bracer_l.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_bracer_r.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_chest_plate.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_belt.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bicep_l.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bicep_r.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_boots.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bracer_l.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bracer_r.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_chest_plate.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_gloves.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_helmet.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_leggings.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_gloves.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_helmet.iff	1			
object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_leggings.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_bicep_l.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_bicep_r.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_boots.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_bracer_l.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_bracer_r.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_chest_plate.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_gloves.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_helmet.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_acklay_leggings.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_l.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_r.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_boots.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_l.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_r.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_chest_plate.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_gloves.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_helmet.iff	1			
object/tangible/wearables/armor/chitin/armor_chitin_s01_leggings.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_belt.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_bicep_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_bicep_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_boots.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_bracer_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_bracer_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_chest_plate.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_gloves.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_helmet.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_imperial_s01_leggings.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_belt.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_bicep_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_bicep_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_boots.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_bracer_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_bracer_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_chest_plate.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_gloves.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_helmet.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_neutral_s01_leggings.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_belt.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_bicep_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_bicep_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_boots.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_bracer_l.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_bracer_r.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_chest_plate.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_gloves.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_helmet.iff	1			
object/tangible/wearables/armor/clone_trooper/armor_clone_trooper_rebel_s01_leggings.iff	1			
object/tangible/wearables/armor/composite/armor_composite_bicep_l.iff	1			
object/tangible/wearables/armor/composite/armor_composite_bicep_r.iff	1			
object/tangible/wearables/armor/composite/armor_composite_boots.iff	1			
object/tangible/wearables/armor/composite/armor_composite_bracer_l.iff	1			
object/tangible/wearables/armor/composite/armor_composite_bracer_r.iff	1			
object/tangible/wearables/armor/composite/armor_composite_chest_plate.iff	1			
object/tangible/wearables/armor/composite/armor_composite_gloves.iff	1			
object/tangible/wearables/armor/composite/armor_composite_helmet.iff	1			
object/tangible/wearables/armor/composite/armor_composite_leggings.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_bicep_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_bicep_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_boots.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_bracer_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_bracer_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_chest_plate.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_gloves.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_helmet.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_advanced_leggings.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_bicep_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_bicep_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_boots.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_bracer_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_bracer_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_chest_plate.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_gloves.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_helmet.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_leggings.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_bicep_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_bicep_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_boots.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_bracer_l.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_bracer_r.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_chest_plate.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_gloves.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_helmet.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_standard_leggings.iff	1			
object/tangible/wearables/armor/deathtrooper/armor_deathtrooper_utility_belt.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_belt.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_belt_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bicep_l.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bicep_r.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_boots.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_boots_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bracer_l.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bracer_r.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_chest_plate.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_gloves.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_gloves_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_helmet.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_helmet_gcw.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_leggings.iff	1			
object/tangible/wearables/armor/galactic_marine/armor_galactic_marine_leggings_gcw.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_belt.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_bicep_l.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_bicep_r.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_boots.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_bracer_l.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_bracer_r.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_chest_plate.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_gloves.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_helmet.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s01_leggings.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_belt.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_bicep_l.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_bicep_r.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_boots.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_bracer_l.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_bracer_r.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_chest_plate.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_gloves.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_helmet.iff	1			
object/tangible/wearables/armor/infiltrator/armor_infiltrator_s02_leggings.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_l.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_l_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_r.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_r_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_boots.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_boots_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_l.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_l_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_r.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_r_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_chest_plate.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_chest_plate_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_gloves.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_gloves_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_helmet.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_helmet_camo.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_leggings.iff	1			
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_leggings_camo.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bicep_l.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bicep_r.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_boots.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bracer_l.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bracer_r.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_chest_plate.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_gloves.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_helmet.iff	1			
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_leggings.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bicep_l.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bicep_r.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_boots.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bracer_l.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bracer_r.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_chest_plate.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_gloves.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_helmet.iff	1			
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_leggings.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_l.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_l_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_r.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_r_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chest_plate.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chestplate.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chestplate_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings.iff	1			
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings_camo.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bicep_l.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bicep_r.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_l.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_r.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_chest_plate.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_chestplate.iff	1			
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_leggings.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bicep_l.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bicep_r.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_l.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_r.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_chest_plate.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_chestplate.iff	1			
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_leggings.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_belt.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_bicep_l.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_bicep_r.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_bracer_l.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_bracer_r.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_chest_plate.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_gloves.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_helmet.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_leggings.iff	1			
object/tangible/wearables/armor/mandalorian/armor_mandalorian_shoes.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_belt.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bicep_l.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bicep_r.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_boots.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bracer_l.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bracer_r.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_chest_plate.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_gloves.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_helmet.iff	1			
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_leggings.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_belt.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bicep_l.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bicep_r.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_boots.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bracer_l.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bracer_r.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_chest_plate.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_gloves.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_helmet.iff	1			
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_leggings.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_belt.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_bicep_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_bicep_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_boots.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_bracer_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_bracer_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_chest_plate.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_gloves.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_helmet.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s01_leggings.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_bicep_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_bicep_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_boots.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_bracer_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_bracer_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_chest_plate.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_chest_plate_quest.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_gloves.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_helmet.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s02_leggings.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_bandolier_double.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_bicep_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_bicep_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_boots.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_bracer_l.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_bracer_r.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_chest_plate.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_gloves.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_helmet.iff	1			
object/tangible/wearables/armor/marauder/armor_marauder_s03_leggings.iff	1			
object/tangible/wearables/armor/marine/armor_marine_backpack.iff	1			
object/tangible/wearables/armor/marine/armor_marine_belt_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bicep_l.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bicep_r.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_boots.iff	1			
object/tangible/wearables/armor/marine/armor_marine_boots_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bracer_l.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bracer_r.iff	1			
object/tangible/wearables/armor/marine/armor_marine_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_chest_plate.iff	1			
object/tangible/wearables/armor/marine/armor_marine_chest_plate_rebel.iff	1			
object/tangible/wearables/armor/marine/armor_marine_chest_plate_rebel_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_gloves.iff	1			
object/tangible/wearables/armor/marine/armor_marine_gloves_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_helmet.iff	1			
object/tangible/wearables/armor/marine/armor_marine_helmet_gcw.iff	1			
object/tangible/wearables/armor/marine/armor_marine_leggings.iff	1			
object/tangible/wearables/armor/marine/armor_marine_leggings_gcw.iff	1			
object/tangible/wearables/armor/nightsister/armor_nightsister_bicep_r_s01.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_belt.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_bicep_l.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_bicep_r.iff	1			
